YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Topic,Category,Question,Response,Age,Gender,RaceEthnicity,RiskFactor,RiskFactorResponse,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Numerator,Sample_Size,LocationID,TopicID,CategoryID,QuestionID,ResponseID,DataValueTypeID,AgeID,GenderID,RaceEthnicityID,RiskFactorID,RiskFactorResponseID,GeoLocation,Geographic Level
2016,2017,OK,Oklahoma,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Clinic,0-17 years,Female,"White, non-Hispanic",All participants,Total,%,Crude Prevalence,1.57,,,0.24,5.15,,230,40,TUTL,CPTYP,CHPTYP,RCLNC,,AGE017,GF,WHT,RFAPAR,RFTOT,POINT (-97.5210702139996 35.4720313560004),
2016,2017,CA,California,NSCH,Visual Function,Blind or Difficulty Seeing,Percentage of children who are blind or have problems with seeing even when wearing glasses,Yes,0-17 years,Male,Other,All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,192,6,TVFUNC,CBLIND,CHBLND,RYES,,AGE017,GM,OTH,RFAPAR,RFTOT,POINT (-120.999999537999 37.6386401230004),
2016,2017,ID,Idaho,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Clinic,0-17 years,Male,All races,All participants,Total,%,Crude Prevalence,3.53,,,1.66,6.53,,461,16,TUTL,CPTYP,CHPTYP,RCLNC,,AGE017,GM,ALLRACE,RFAPAR,RFTOT,POINT (-114.363730041999 43.6826300050004),
2016,2017,CO,Colorado,NSCH,Service Utilization,Need,Percentage of children who needed vision care in the past 12 months but did not receive it,Yes,0-17 years,Female,"White, non-Hispanic",All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,,8,TUTL,CNEED,CHNEED,RYES,,AGE017,GF,WHT,RFAPAR,RFTOT,POINT (-106.133610920999 38.8438407570004),
2016,2017,OH,Ohio,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Pediatrician or other general doctor?s office,0-17 years,Male,"White, non-Hispanic",All participants,Total,%,Crude Prevalence,40.31,,,33.63,47.27,,440,39,TUTL,CPTYP,CHPTYP,RPED,,AGE017,GM,WHT,RFAPAR,RFTOT,POINT (-82.4042600559996 40.0602101410004),
2016,2017,MA,Massachusetts,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Pediatrician or other general doctor?s office,0-17 years,Female,"White, non-Hispanic",All participants,Total,%,Crude Prevalence,53.37,,,46.11,60.54,,472,25,TUTL,CPTYP,CHPTYP,RPED,,AGE017,GF,WHT,RFAPAR,RFTOT,POINT (-72.0826906749996 42.2768704700004),
2016,2017,LA,Louisiana,NSCH,Visual Function,Blind or Difficulty Seeing,Percentage of children who are blind or have problems with seeing even when wearing glasses,Yes,0-17 years,Male,"Hispanic, any race",All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,,22,TVFUNC,CBLIND,CHBLND,RYES,,AGE017,GM,HISP,RFAPAR,RFTOT,POINT (-92.4456800709996 31.3126606440004),
2016,2017,PA,Pennsylvania,NSCH,Service Utilization,Need,Percentage of children who needed vision care in the past 12 months but did not receive it,Yes,0-17 years,Male,Other,All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,,42,TUTL,CNEED,CHNEED,RYES,,AGE017,GM,OTH,RFAPAR,RFTOT,POINT (-77.8607002939996 40.7937301520004),
2016,2017,IN,Indiana,NSCH,Visual Function,Blind or Difficulty Seeing,Percentage of children who are blind or have problems with seeing even when wearing glasses,Yes,0-17 years,All genders,Other,All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,120,18,TVFUNC,CBLIND,CHBLND,RYES,,AGE017,GALL,OTH,RFAPAR,RFTOT,POINT (-86.1499601939996 39.7669104520004),
2016,2017,AL,Alabama,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Clinic,0-17 years,Male,All races,All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,448,1,TUTL,CPTYP,CHPTYP,RCLNC,,AGE017,GM,ALLRACE,RFAPAR,RFTOT,POINT (-86.6318607619996 32.8405711220004),
2016,2017,KS,Kansas,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Other,0-17 years,Male,"White, non-Hispanic",All participants,Total,%,Crude Prevalence,1.69,,,0.52,3.99,,443,20,TUTL,CPTYP,CHPTYP,COTH,,AGE017,GM,WHT,RFAPAR,RFTOT,POINT (-98.2007812269996 38.3477403000004),
2016,2017,DC,District Of Columbia,NSCH,Service Utilization,Screening,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters",Yes,0-17 years,Female,"White, non-Hispanic",All participants,Total,%,Crude Prevalence,57.03,,,48.98,64.82,,341,11,TUTL,CSCRN,CHSCRN,RYES,,AGE017,GF,WHT,RFAPAR,RFTOT,POINT (-77.0319611269996 38.8903713850004),
2016,2017,DC,District Of Columbia,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Pediatrician or other general doctor?s office,0-17 years,Female,"Hispanic, any race",All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,,11,TUTL,CPTYP,CHPTYP,RPED,,AGE017,GF,HISP,RFAPAR,RFTOT,POINT (-77.0319611269996 38.8903713850004),
2016,2017,VT,Vermont,NSCH,Visual Function,Blind or Difficulty Seeing,Percentage of children who are blind or have problems with seeing even when wearing glasses,Yes,0-17 years,All genders,Other,All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,105,50,TVFUNC,CBLIND,CHBLND,RYES,,AGE017,GALL,OTH,RFAPAR,RFTOT,POINT (-72.5176407909996 43.6253812390004),
2016,2017,NJ,New Jersey,NSCH,Service Utilization,Screening,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters",Yes,0-17 years,Male,"White, non-Hispanic",All participants,Total,%,Crude Prevalence,74.56,,,66.97,81.18,,457,34,TUTL,CSCRN,CHSCRN,RYES,,AGE017,GM,WHT,RFAPAR,RFTOT,POINT (-74.2736912879996 40.1305700480004),
2016,2017,NY,New York,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Other,0-17 years,All genders,Other,All participants,Total,%,Crude Prevalence,0.79,,,0.02,4.28,,158,36,TUTL,CPTYP,CHPTYP,COTH,,AGE017,GALL,OTH,RFAPAR,RFTOT,POINT (-75.5439704269996 42.8270010320004),
2016,2017,NV,Nevada,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Clinic,0-17 years,All genders,"White, non-Hispanic",All participants,Total,%,Crude Prevalence,1.79,,,0.5,4.49,,398,32,TUTL,CPTYP,CHPTYP,RCLNC,,AGE017,GALL,WHT,RFAPAR,RFTOT,POINT (-117.071840563999 39.4932403900004),
2016,2017,AL,Alabama,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Pediatrician or other general doctor?s office,0-17 years,Male,"Black, non-Hispanic",All participants,Total,%,Crude Prevalence,39.4,,,26.32,53.7,,94,1,TUTL,CPTYP,CHPTYP,RPED,,AGE017,GM,BLK,RFAPAR,RFTOT,POINT (-86.6318607619996 32.8405711220004),
2016,2017,CA,California,NSCH,Service Utilization,Screening,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters",Yes,0-17 years,All genders,Other,All participants,Total,%,Crude Prevalence,61.15,,,52.8,69.05,,385,6,TUTL,CSCRN,CHSCRN,RYES,,AGE017,GALL,OTH,RFAPAR,RFTOT,POINT (-120.999999537999 37.6386401230004),
2016,2017,ME,Maine,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",School,0-17 years,All genders,"White, non-Hispanic",All participants,Total,%,Crude Prevalence,25.34,,,21.55,29.43,,918,23,TUTL,CPTYP,CHPTYP,RSCHL,,AGE017,GALL,WHT,RFAPAR,RFTOT,POINT (-68.9850313359996 45.2542288940005),
2016,2017,IL,Illinois,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Eye doctor or eye specialist,0-17 years,Male,All races,All participants,Total,%,Crude Prevalence,73,,,67.05,78.4,,530,17,TUTL,CPTYP,CHPTYP,REYESP,,AGE017,GM,ALLRACE,RFAPAR,RFTOT,POINT (-88.9977101779996 40.4850102830004),
2016,2017,IL,Illinois,NSCH,Service Utilization,Need,Percentage of children who needed vision care in the past 12 months but did not receive it,Yes,0-17 years,Male,"Black, non-Hispanic",All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,,17,TUTL,CNEED,CHNEED,RYES,,AGE017,GM,BLK,RFAPAR,RFTOT,POINT (-88.9977101779996 40.4850102830004),
2016,2017,WA,Washington,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Clinic,0-17 years,Male,Other,All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,132,53,TUTL,CPTYP,CHPTYP,RCLNC,,AGE017,GM,OTH,RFAPAR,RFTOT,POINT (-120.470010789999 47.5222786290004),
2016,2017,OR,Oregon,NSCH,Service Utilization,Need,Percentage of children who needed vision care in the past 12 months but did not receive it,Yes,0-17 years,Male,"Black, non-Hispanic",All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,,41,TUTL,CNEED,CHNEED,RYES,,AGE017,GM,BLK,RFAPAR,RFTOT,POINT (-120.155031325999 44.5674494240004),
2016,2017,OR,Oregon,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",School,0-17 years,Female,"Hispanic, any race",All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,59,41,TUTL,CPTYP,CHPTYP,RSCHL,,AGE017,GF,HISP,RFAPAR,RFTOT,POINT (-120.155031325999 44.5674494240004),
2016,2017,OR,Oregon,NSCH,Visual Function,Blind or Difficulty Seeing,Percentage of children who are blind or have problems with seeing even when wearing glasses,Yes,0-17 years,Male,"White, non-Hispanic",All participants,Total,%,Crude Prevalence,0.73,,,0.13,2.29,,521,41,TVFUNC,CBLIND,CHBLND,RYES,,AGE017,GM,WHT,RFAPAR,RFTOT,POINT (-120.155031325999 44.5674494240004),
2016,2017,MS,Mississippi,NSCH,Visual Function,Blind or Difficulty Seeing,Percentage of children who are blind or have problems with seeing even when wearing glasses,Yes,0-17 years,Female,Other,All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,32,28,TVFUNC,CBLIND,CHBLND,RYES,,AGE017,GF,OTH,RFAPAR,RFTOT,POINT (-89.5380308249996 32.7455100990004),
2016,2017,SD,South Dakota,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Pediatrician or other general doctor?s office,0-17 years,All genders,"Black, non-Hispanic",All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,,46,TUTL,CPTYP,CHPTYP,RPED,,AGE017,GALL,BLK,RFAPAR,RFTOT,POINT (-100.373530636999 44.3531300530004),
2016,2017,VA,Virginia,NSCH,Service Utilization,Need,Percentage of children who needed vision care in the past 12 months but did not receive it,Yes,0-17 years,Male,"Hispanic, any race",All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,,51,TUTL,CNEED,CHNEED,RYES,,AGE017,GM,HISP,RFAPAR,RFTOT,POINT (-78.4578904629996 37.5426806740004),
2016,2017,TN,Tennessee,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Pediatrician or other general doctor?s office,0-17 years,All genders,All races,All participants,Total,%,Crude Prevalence,42.31,,,37.72,47,,963,47,TUTL,CPTYP,CHPTYP,RPED,,AGE017,GALL,ALLRACE,RFAPAR,RFTOT,POINT (-85.7744909139996 35.6809405800004),
2016,2017,OR,Oregon,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Other,0-17 years,Male,Other,All participants,Total,%,Crude Prevalence,0.48,,,0,4.94,,90,41,TUTL,CPTYP,CHPTYP,COTH,,AGE017,GM,OTH,RFAPAR,RFTOT,POINT (-120.155031325999 44.5674494240004),
2016,2017,ID,Idaho,NSCH,Visual Function,Blind or Difficulty Seeing,Percentage of children who are blind or have problems with seeing even when wearing glasses,Yes,0-17 years,All genders,"Hispanic, any race",All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,163,16,TVFUNC,CBLIND,CHBLND,RYES,,AGE017,GALL,HISP,RFAPAR,RFTOT,POINT (-114.363730041999 43.6826300050004),
2016,2017,ND,North Dakota,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",School,0-17 years,All genders,"Black, non-Hispanic",All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,,38,TUTL,CPTYP,CHPTYP,RSCHL,,AGE017,GALL,BLK,RFAPAR,RFTOT,POINT (-100.118421048999 47.4753197790004),
2016,2017,NC,North Carolina,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Pediatrician or other general doctor?s office,0-17 years,All genders,Other,All participants,Total,%,Crude Prevalence,58.95,,,43.84,72.92,,137,37,TUTL,CPTYP,CHPTYP,RPED,,AGE017,GALL,OTH,RFAPAR,RFTOT,POINT (-79.1592504629996 35.4662209750004),
2016,2017,GA,Georgia,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Clinic,0-17 years,Female,Other,All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,56,13,TUTL,CPTYP,CHPTYP,RCLNC,,AGE017,GF,OTH,RFAPAR,RFTOT,POINT (-83.6275803459996 32.8396810930004),
2016,2017,WA,Washington,NSCH,Service Utilization,Need,Percentage of children who needed vision care in the past 12 months but did not receive it,Yes,0-17 years,Male,"White, non-Hispanic",All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,,53,TUTL,CNEED,CHNEED,RYES,,AGE017,GM,WHT,RFAPAR,RFTOT,POINT (-120.470010789999 47.5222786290004),
2016,2017,DC,District Of Columbia,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Other,0-17 years,Female,"White, non-Hispanic",All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,210,11,TUTL,CPTYP,CHPTYP,COTH,,AGE017,GF,WHT,RFAPAR,RFTOT,POINT (-77.0319611269996 38.8903713850004),
2016,2017,MA,Massachusetts,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Clinic,0-17 years,All genders,"Hispanic, any race",All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,105,25,TUTL,CPTYP,CHPTYP,RCLNC,,AGE017,GALL,HISP,RFAPAR,RFTOT,POINT (-72.0826906749996 42.2768704700004),
2016,2017,NC,North Carolina,NSCH,Service Utilization,Need,Percentage of children who needed vision care in the past 12 months but did not receive it,Yes,0-17 years,Female,Other,All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,,37,TUTL,CNEED,CHNEED,RYES,,AGE017,GF,OTH,RFAPAR,RFTOT,POINT (-79.1592504629996 35.4662209750004),
2016,2017,OK,Oklahoma,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",School,0-17 years,All genders,Other,All participants,Total,%,Crude Prevalence,29.04,,,21.57,37.45,,221,40,TUTL,CPTYP,CHPTYP,RSCHL,,AGE017,GALL,OTH,RFAPAR,RFTOT,POINT (-97.5210702139996 35.4720313560004),
2016,2017,NH,New Hampshire,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",School,0-17 years,All genders,"Hispanic, any race",All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,,33,TUTL,CPTYP,CHPTYP,RSCHL,,AGE017,GALL,HISP,RFAPAR,RFTOT,POINT (-71.5003609199996 43.6559501130004),
2016,2017,VT,Vermont,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Clinic,0-17 years,Female,"Black, non-Hispanic",All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,,50,TUTL,CPTYP,CHPTYP,RCLNC,,AGE017,GF,BLK,RFAPAR,RFTOT,POINT (-72.5176407909996 43.6253812390004),
2016,2017,MN,Minnesota,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Pediatrician or other general doctor?s office,0-17 years,Male,Other,All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,,27,TUTL,CPTYP,CHPTYP,RPED,,AGE017,GM,OTH,RFAPAR,RFTOT,POINT (-94.7942005029996 46.3556487360004),
2016,2017,AK,Alaska,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Other,0-17 years,All genders,Other,All participants,Total,%,Crude Prevalence,0.57,,,0.04,2.5,,250,2,TUTL,CPTYP,CHPTYP,COTH,,AGE017,GALL,OTH,RFAPAR,RFTOT,POINT (-147.722059035999 64.8450799570005),
2016,2017,VA,Virginia,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Other,0-17 years,All genders,Other,All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,208,51,TUTL,CPTYP,CHPTYP,COTH,,AGE017,GALL,OTH,RFAPAR,RFTOT,POINT (-78.4578904629996 37.5426806740004),
2016,2017,FL,Florida,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Other,0-17 years,Female,"White, non-Hispanic",All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,227,12,TUTL,CPTYP,CHPTYP,COTH,,AGE017,GF,WHT,RFAPAR,RFTOT,POINT (-81.9289605389996 28.9320403770004),
2016,2017,AZ,Arizona,NSCH,Visual Function,Blind or Difficulty Seeing,Percentage of children who are blind or have problems with seeing even when wearing glasses,Yes,0-17 years,Male,"Black, non-Hispanic",All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,,4,TVFUNC,CBLIND,CHBLND,RYES,,AGE017,GM,BLK,RFAPAR,RFTOT,POINT (-111.763811276999 34.8659702800004),
2016,2017,HI,Hawaii,NSCH,Service Utilization,Need,Percentage of children who needed vision care in the past 12 months but did not receive it,Yes,0-17 years,All genders,"White, non-Hispanic",All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,,15,TUTL,CNEED,CHNEED,RYES,,AGE017,GALL,WHT,RFAPAR,RFTOT,POINT (-157.857749402999 21.3048504350004),
2016,2017,VT,Vermont,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",School,0-17 years,Female,"Hispanic, any race",All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,,50,TUTL,CPTYP,CHPTYP,RSCHL,,AGE017,GF,HISP,RFAPAR,RFTOT,POINT (-72.5176407909996 43.6253812390004),
2016,2017,OK,Oklahoma,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Eye doctor or eye specialist,0-17 years,All genders,Other,All participants,Total,%,Crude Prevalence,61.64,,,52.13,70.54,,221,40,TUTL,CPTYP,CHPTYP,REYESP,,AGE017,GALL,OTH,RFAPAR,RFTOT,POINT (-97.5210702139996 35.4720313560004),
2016,2017,SC,South Carolina,NSCH,Service Utilization,Screening,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters",Yes,0-17 years,Male,All races,All participants,Total,%,Crude Prevalence,64.1,,,58.33,69.58,,671,45,TUTL,CSCRN,CHSCRN,RYES,,AGE017,GM,ALLRACE,RFAPAR,RFTOT,POINT (-81.0453712069996 33.9988213030004),
2016,2017,VT,Vermont,NSCH,Service Utilization,Screening,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters",Yes,0-17 years,All genders,"White, non-Hispanic",All participants,Total,%,Crude Prevalence,69.45,,,65.68,73.04,,1384,50,TUTL,CSCRN,CHSCRN,RYES,,AGE017,GALL,WHT,RFAPAR,RFTOT,POINT (-72.5176407909996 43.6253812390004),
2016,2017,ME,Maine,NSCH,Service Utilization,Screening,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters",Yes,0-17 years,Male,All races,All participants,Total,%,Crude Prevalence,68.46,,,63.21,73.38,,728,23,TUTL,CSCRN,CHSCRN,RYES,,AGE017,GM,ALLRACE,RFAPAR,RFTOT,POINT (-68.9850313359996 45.2542288940005),
2016,2017,SD,South Dakota,NSCH,Service Utilization,Screening,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters",Yes,0-17 years,Female,All races,All participants,Total,%,Crude Prevalence,63.59,,,58.14,68.78,,733,46,TUTL,CSCRN,CHSCRN,RYES,,AGE017,GF,ALLRACE,RFAPAR,RFTOT,POINT (-100.373530636999 44.3531300530004),
2016,2017,UT,Utah,NSCH,Service Utilization,Need,Percentage of children who needed vision care in the past 12 months but did not receive it,Yes,0-17 years,Male,Other,All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,,49,TUTL,CNEED,CHNEED,RYES,,AGE017,GM,OTH,RFAPAR,RFTOT,POINT (-111.587130634999 39.3607001710004),
2016,2017,UT,Utah,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Clinic,0-17 years,Male,"Black, non-Hispanic",All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,,49,TUTL,CPTYP,CHPTYP,RCLNC,,AGE017,GM,BLK,RFAPAR,RFTOT,POINT (-111.587130634999 39.3607001710004),
2016,2017,OH,Ohio,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Eye doctor or eye specialist,0-17 years,Female,"Black, non-Hispanic",All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,,39,TUTL,CPTYP,CHPTYP,REYESP,,AGE017,GF,BLK,RFAPAR,RFTOT,POINT (-82.4042600559996 40.0602101410004),
2016,2017,US,National,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Eye doctor or eye specialist,0-17 years,All genders,All races,All participants,Total,%,Crude Prevalence,55.12,,,54.07,56.16,,51720,59,TUTL,CPTYP,CHPTYP,REYESP,,AGE017,GALL,ALLRACE,RFAPAR,RFTOT,,
2016,2017,VT,Vermont,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Eye doctor or eye specialist,0-17 years,Male,"White, non-Hispanic",All participants,Total,%,Crude Prevalence,39.28,,,33.43,45.36,,519,50,TUTL,CPTYP,CHPTYP,REYESP,,AGE017,GM,WHT,RFAPAR,RFTOT,POINT (-72.5176407909996 43.6253812390004),
2016,2017,OK,Oklahoma,NSCH,Service Utilization,Need,Percentage of children who needed vision care in the past 12 months but did not receive it,Yes,0-17 years,All genders,All races,All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,,40,TUTL,CNEED,CHNEED,RYES,,AGE017,GALL,ALLRACE,RFAPAR,RFTOT,POINT (-97.5210702139996 35.4720313560004),
2016,2017,MD,Maryland,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Eye doctor or eye specialist,0-17 years,All genders,All races,All participants,Total,%,Crude Prevalence,53.9,,,49.41,58.34,,1122,24,TUTL,CPTYP,CHPTYP,REYESP,,AGE017,GALL,ALLRACE,RFAPAR,RFTOT,POINT (-76.6092601109996 39.2905809640004),
2016,2017,OH,Ohio,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",School,0-17 years,All genders,Other,All participants,Total,%,Crude Prevalence,32.38,,,19.35,47.76,,90,39,TUTL,CPTYP,CHPTYP,RSCHL,,AGE017,GALL,OTH,RFAPAR,RFTOT,POINT (-82.4042600559996 40.0602101410004),
2016,2017,UT,Utah,NSCH,Service Utilization,Need,Percentage of children who needed vision care in the past 12 months but did not receive it,Yes,0-17 years,Female,"Hispanic, any race",All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,,49,TUTL,CNEED,CHNEED,RYES,,AGE017,GF,HISP,RFAPAR,RFTOT,POINT (-111.587130634999 39.3607001710004),
2016,2017,MA,Massachusetts,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",School,0-17 years,Male,Other,All participants,Total,%,Crude Prevalence,20.61,,,9.61,36.09,,86,25,TUTL,CPTYP,CHPTYP,RSCHL,,AGE017,GM,OTH,RFAPAR,RFTOT,POINT (-72.0826906749996 42.2768704700004),
2016,2017,AZ,Arizona,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Eye doctor or eye specialist,0-17 years,All genders,"White, non-Hispanic",All participants,Total,%,Crude Prevalence,54.89,,,48.17,61.48,,501,4,TUTL,CPTYP,CHPTYP,REYESP,,AGE017,GALL,WHT,RFAPAR,RFTOT,POINT (-111.763811276999 34.8659702800004),
